,dato,albedo,balanse,diffus,fd,fluxm,fluxs,global,grmin,irød,jt010,jt100,jt002,jt020,jt005,jt050,lp,lt,ltmax,ltmin,nb,par,rf,sd,sdman,synlig,uv,vh,vhmax,vr
669,1989-10-31 00:00:00,,-0.11,1.5,,,,1.51,,,,,,,,,,5.7,,,0.8,,84.7,,,,,1.6,,
670,1989-11-01 00:00:00,,,,,,,,,,,,,,,,,5.1,7.6,2.3,2.7,,,,,,,,,
671,1989-11-02 00:00:00,,,,,,,,,,,,,,,,,2.5,6.5,-1.1,1.1,,,,,,,,,
672,1989-11-03 00:00:00,,,,,,,,,,,,,,,,,6.7,8.1,6.1,2.5,,,,,,,,,
673,1989-11-04 00:00:00,,,,,,,,,,,,,,,,,7.7,8.6,6.9,,,,,,,,,,
674,1989-11-05 00:00:00,,,,,,,,,,,,,,,,,6.6,7.1,6.1,34.5,,,,,,,,,
675,1989-11-06 00:00:00,,,,,,,,,,,,,,,,,6.5,8.7,5.8,,,,,,,,,,
676,1989-11-07 00:00:00,0.3,-0.93,1.3,,,,2.07,,53.6,6.2,7.2,,6.2,5.4,7.0,,4.1,6.7,-0.3,1.9,4.07,93.8,,,40.6,5.8,1.3,2.9,
677,1989-11-08 00:00:00,0.2,-0.5,0.38,,,,0.4,,46.5,5.6,7.2,,5.7,4.8,6.8,,4.4,7.4,1.9,0.7,0.19,96.4,,,46.1,7.4,2.6,5.4,
678,1989-11-09 00:00:00,0.25,-1.53,0.29,,,,0.29,,49.7,5.7,7.1,,5.7,5.0,6.6,,6.1,8.7,3.0,5.4,0.0,85.0,,,42.2,8.1,6.3,12.3,S
679,1989-11-10 00:00:00,0.27,-0.89,1.1,,,,1.11,,49.3,5.9,7.0,,5.8,5.3,6.6,,6.6,8.1,4.1,7.1,1.93,89.0,,,43.90000000000001,6.8,5.2,10.4,S
680,1989-11-11 00:00:00,0.19,-0.6,0.2,,,,0.22,,35.2,6.6,6.9,,6.4,6.4,6.6,,9.9,11.2,8.1,,0.0,93.0,,,56.4,8.4,6.9,13.8,S
681,1989-11-12 00:00:00,0.23,-1.75,1.33,,,,1.35,,50.1,7.0,6.9,,6.8,6.4,6.9,,7.6,9.4,6.2,16.5,2.37,83.9,,,43.6,6.3,2.4,6.5,S
682,1989-11-13 00:00:00,0.3,-2.15,1.2,,,,2.21,,52.3,5.9,6.9,,6.0,4.6,7.0,,2.7,6.7,0.0,,4.54,79.5,,,42.3,5.4,1.4,4.3,
683,1989-11-14 00:00:00,0.31,-2.74,0.57,,,,2.5,,51.4,5.4,6.9,,5.4,4.5,6.6,,6.9,10.4,3.5,0.0,5.38,68.9,,,43.5,5.1,4.2,7.5,S
684,1989-11-15 00:00:00,0.32,-4.36,0.92,,,,2.25,,55.5,4.9,6.9,,5.0,3.6,6.4,,3.8,8.2,-2.2,0.0,4.42,56.2,,,39.5,5.0,3.0,9.3,N
685,1989-11-16 00:00:00,0.26,-2.85,0.87,,,,1.92,,50.8,3.4,6.8,,3.8,1.8,6.0,,-1.2,3.0,-3.4,0.0,4.09,88.6,,,43.5,5.7,0.8,3.4,S
686,1989-11-17 00:00:00,0.32,-2.16,0.91,,,,1.9,,53.4,2.5,6.7,,2.9,0.9,5.5,,-1.8,2.2,-3.7,0.0,3.93,96.0,,,41.3,5.3,0.7,1.3,S
687,1989-11-18 00:00:00,0.23,0.29,1.09,,,,1.15,,52.5,2.5,6.5,,2.7,1.5,4.9,,0.8,2.5,-0.7,,1.9,98.9,,,41.4,6.1,1.2,3.6,N
688,1989-11-19 00:00:00,0.24,0.2,0.82,,,,0.81,,56.0,3.0,6.3,,3.1,2.2,4.7,,0.7,2.0,-0.4,0.2,1.03,98.3,,,38.3,5.7,1.8,3.7,S
689,1989-11-20 00:00:00,,,,,,,,,,,,,,,,,1.6,2.3,0.7,,,,,,,,,,
690,1989-11-21 00:00:00,0.23,-2.39,0.54,,,,0.66,,44.9,3.4,6.0,,3.5,2.4,4.7,,1.0,2.3,-1.8,0.3,0.75,90.8,,,47.7,7.4,1.9,4.3,V
691,1989-11-22 00:00:00,0.34,-5.52,0.62,,,,1.96,,56.6,2.4,5.8,,2.7,1.0,4.6,,0.8,2.4,-1.8,0.0,3.87,46.8,,,38.6,4.8,4.9,10.0,N
692,1989-11-23 00:00:00,0.27,-3.57,0.85,,,,0.93,,50.1,1.6,5.7,,2.0,0.2,4.3,,-2.7,-0.1,-5.5,0.0,1.24,68.1,,,43.3,6.6,1.5,3.7,N
693,1989-11-24 00:00:00,,,,,,,,,,,,,,,,,-6.4,-3.1,-10.5,0.0,,,,,,,,,
694,1989-11-25 00:00:00,0.12,-2.22,0.29,,,,0.36,,42.3,0.7,5.4,,1.0,-0.7,3.5,,-4.8,-1.0,-10.1,0.0,0.05,83.1,,,49.90000000000001,7.8,1.7,3.7,S
695,1989-11-26 00:00:00,0.3,-2.35,0.83,,,,1.42,,48.5,0.5,5.2,,0.8,-0.7,3.1,,-2.0,2.7,-5.5,0.0,2.6,79.9,,,46.4,5.1,1.2,3.5,
696,1989-11-27 00:00:00,0.39,-4.57,0.56,,,,1.54,,52.8,0.4,5.0,,0.6,-0.9,2.9,,-1.0,4.6,-7.3,0.0,2.95,70.4,,,42.1,5.1,3.6,12.5,N
697,1989-11-28 00:00:00,0.31,-4.54,0.75,,,,1.72,,59.3,0.3,4.8,,0.5,-1.0,2.7,,-4.3,2.2,-8.7,0.0,3.07,64.5,,,36.1,4.6,2.0,10.3,S
698,1989-11-29 00:00:00,0.32,-2.97,0.57,,,,1.16,,50.9,0.0,4.7,,0.3,-1.3,2.5,,-6.5,-1.8,-9.5,0.0,2.02,92.3,,,43.1,6.0,0.7,1.7,N
699,1989-11-30 00:00:00,0.36,-3.14,0.69,,,,1.41,,54.9,0.0,4.5,,0.1,-1.6,2.3,,-6.8,-2.3,-8.9,0.0,2.61,94.4,,,40.1,5.0,0.6,1.2,N
700,1989-12-01 00:00:00,0.39,-2.23,0.7,,,,1.47,,49.2,-0.2,4.3,,0.0,-1.7,2.2,,-6.2,-2.8,-8.6,0.0,2.71,97.7,,,45.7,5.1,0.7,1.4,N
701,1989-12-02 00:00:00,0.35,-0.42,0.61,,,,0.84,,52.8,-0.3,4.2,,0.0,-1.6,2.0,,-5.6,-4.2,-8.9,,1.18,97.4,,,40.90000000000001,6.3,0.8,1.7,N
702,1989-12-03 00:00:00,0.13,-2.43,0.34,,,,0.38,,44.4,-0.3,4.0,,0.0,-1.4,1.9,,1.8,8.3,-5.5,0.3,0.0,85.5,,,48.7,6.9,2.2,5.7,S
703,1989-12-04 00:00:00,0.31,-4.1,0.55,,,,1.22,,53.1,-0.2,3.8,,0.0,-1.4,1.8,,-0.2,5.2,-7.5,,2.2,59.7,,,41.6,5.3,1.4,3.6,N
704,1989-12-05 00:00:00,0.29,-2.58,0.7,,,,1.1,,54.4,-0.4,3.7,,-0.2,-1.9,1.7,,-4.6,-0.1,-8.6,0.0,1.74,83.8,,,40.4,5.2,1.2,4.0,
705,1989-12-06 00:00:00,0.27,-4.87,0.3,,,,1.09,,47.7,-0.4,3.6,,-0.3,-1.6,1.6,,3.2,9.2,-5.7,0.0,2.0,58.1,,,46.59999999999999,5.7,5.1,11.7,N
706,1989-12-07 00:00:00,0.29,-3.95,0.68,,,,1.27,,57.8,-0.4,3.5,,-0.2,-1.7,1.5,,-1.7,3.2,-5.4,0.0,2.05,63.1,,,37.5,4.7,1.8,8.2,V
707,1989-12-08 00:00:00,0.24,-1.17,0.37,,,,0.39,,51.0,-0.5,3.4,,-0.4,-1.9,1.5,,-2.4,-0.3,-5.6,0.0,0.02,84.9,,,41.9,7.1,1.1,2.2,
708,1989-12-09 00:00:00,0.32,-2.73,0.51,,,,1.22,,55.1,-0.6,3.3,,-0.4,-2.1,1.4,,-5.7,-2.8,-9.2,0.0,2.04,82.2,,,39.9,5.0,1.4,4.1,N
709,1989-12-10 00:00:00,0.27,-2.19,0.27,,,,0.33,,28.8,-0.7,3.2,,-0.5,-2.1,1.3,,-2.3,0.4,-5.8,0.0,0.02,89.3,,,63.4,7.8,1.6,5.3,S
710,1989-12-11 00:00:00,0.32,-3.98,0.39,,,,1.19,,50.9,-0.8,3.1,,-0.6,-2.3,1.2,,-2.8,1.7,-7.3,0.0,1.93,63.6,,,44.2,4.9,2.9,6.5,N
711,1989-12-12 00:00:00,0.31,-3.6,0.3,,,,0.84,,41.0,-1.0,3.0,,-0.7,-2.6,1.1,,-3.9,0.9,-9.1,0.0,1.4,72.7,,,52.2,6.8,1.4,4.4,N
712,1989-12-13 00:00:00,0.36,-4.94,0.45,,,,1.06,,56.4,-1.4,2.9,,-0.9,-3.5,1.1,,-10.6,-7.2,-14.9,0.0,1.61,88.2,,,38.3,5.3,1.3,3.7,N
713,1989-12-14 00:00:00,0.29,-2.53,0.37,,,,0.49,,37.4,-1.8,2.8,,-1.3,-3.8,1.0,,-11.4,-9.4,-15.1,0.0,0.35,88.0,,,55.6,7.0,1.3,3.0,
714,1989-12-15 00:00:00,0.34,-1.41,0.45,,,,0.54,,53.4,-2.1,2.7,,-1.6,-4.1,0.8,,-12.5,-7.3,-15.0,0.0,0.37,91.6,,,40.1,6.5,2.0,4.6,
715,1989-12-16 00:00:00,0.5,-1.14,0.36,,,,0.38,,56.2,-1.9,2.6,,-1.6,-3.4,0.7,,-7.7,-6.2,-10.1,,0.01,95.3,,,36.59999999999999,7.2,1.0,2.2,V
716,1989-12-17 00:00:00,0.84,-0.36,0.67,,,,0.66,,51.0,-1.7,2.5,,-1.5,-2.7,0.6,,-4.4,-1.4,-6.5,17.6,0.81,91.4,,,42.6,6.4,3.4,5.7,N
717,1989-12-18 00:00:00,0.7,-1.63,0.57,,,,0.67,,40.5,-1.3,2.4,,-1.2,-2.1,0.5,,2.6,5.6,-1.3,,0.9,87.3,,,51.6,7.9,4.5,11.1,S
718,1989-12-19 00:00:00,0.61,-3.66,0.6,,,,0.98,,56.2,-0.9,2.3,,-0.9,-1.4,0.5,,0.2,4.8,-4.7,0.0,1.41,72.6,,,38.0,5.8,2.2,6.7,SV
719,1989-12-20 00:00:00,0.6,-3.94,0.61,,,,0.99,,55.3,-0.9,2.3,,-0.8,-1.9,0.5,,-3.4,1.2,-7.8,0.0,1.19,63.0,,,39.1,5.6,1.7,5.0,
720,1989-12-21 00:00:00,0.74,-0.35,0.34,,,,0.34,,60.6,-1.1,2.2,,-1.0,-2.1,0.6,,-1.8,-0.8,-5.5,0.6,-0.17,88.4,,,32.2,7.2,1.9,3.7,N
721,1989-12-22 00:00:00,0.78,-0.47,0.48,,,,0.47,,61.3,-1.0,2.1,,-1.0,-1.9,0.5,,-2.2,-0.4,-4.6,0.8,0.21,94.6,,,31.90000000000001,6.8,1.4,2.6,N
722,1989-12-23 00:00:00,0.83,-0.57,0.57,,,,0.83,,50.0,-0.9,2.1,,-0.9,-1.7,0.5,,-2.1,-0.5,-5.0,,1.42,98.4,,,42.7,7.3,1.3,3.0,N
723,1989-12-24 00:00:00,0.75,0.03,0.29,,,,0.33,,41.4,-0.8,2.0,,-0.8,-1.6,0.5,,-1.3,4.5,-3.8,18.0,0.08,99.6,,,49.2,9.4,2.0,7.9,N
724,1989-12-25 00:00:00,0.22,0.38,0.39,,,,0.41,,46.3,-0.7,2.0,,-0.8,-1.3,0.5,,6.1,7.1,4.3,,0.25,94.6,,,45.3,8.4,7.5,11.0,S
725,1989-12-26 00:00:00,0.22,-1.16,0.43,,,,0.51,,42.9,-0.6,1.9,,-0.6,-1.1,0.5,,5.4,6.8,2.8,1.5,0.5,94.6,,,48.3,8.8,4.4,7.9,S
726,1989-12-27 00:00:00,0.24,0.17,0.34,,,,0.34,,43.5,-0.5,1.9,,-0.6,-1.1,0.5,,1.3,3.5,-1.0,0.0,0.04,98.3,,,48.2,8.3,1.6,3.1,N
727,1989-12-28 00:00:00,0.2,-2.15,0.45,,,,0.48,,44.4,-0.5,1.8,,-0.6,-1.0,0.5,,-2.8,-0.9,-5.8,0.0,0.35,93.6,,,48.9,6.7,1.9,4.1,N
728,1989-12-29 00:00:00,0.24,-1.78,0.4,,,,0.4,,56.0,-0.4,1.8,,-0.5,-1.2,0.5,,-5.0,-3.2,-7.4,0.0,-0.02,93.5,,,37.0,7.0,1.2,2.6,N
729,1989-12-30 00:00:00,0.24,-1.06,0.3,,,,0.31,,47.8,-0.5,1.7,,-0.5,-1.5,0.5,,-3.1,-2.5,-4.0,0.4,-0.02,93.6,,,44.7,7.5,1.1,4.2,N
730,1989-12-31 00:00:00,0.24,-1.5,0.4,,,,0.41,,46.2,-0.6,1.7,,-0.6,-1.7,0.5,,-5.7,-3.6,-10.1,,0.19,85.3,,,46.09999999999999,7.7,1.9,3.1,N
731,1990-01-01 00:00:00,0.32,-1.67,0.64,,,,0.87,,60.5,-0.9,1.7,,-0.7,-2.4,0.6,,-7.9,-4.4,-11.2,0.0,1.02,87.4,,,34.2,5.3,1.0,2.7,N
732,1990-01-02 00:00:00,0.27,-1.16,0.68,,,,0.74,,52.4,-1.0,1.7,,-0.9,-2.3,0.5,,-5.5,-4.3,-7.1,0.0,0.92,86.9,,,41.2,6.4,1.4,3.0,N
733,1990-01-03 00:00:00,0.24,-0.54,0.19,,,,0.2,,47.7,-1.2,1.7,,-1.0,-2.6,0.5,,-6.4,-4.9,-7.1,0.0,-0.35,84.6,,,43.8,8.5,1.6,2.9,N
734,1990-01-04 00:00:00,0.17,-0.29,0.08,,,,0.12,,39.9,-1.2,1.7,,-1.0,-2.1,0.4,,-1.8,-0.7,-4.8,0.0,-0.48,93.5,,,51.7,8.4,1.8,3.4,N
735,1990-01-05 00:00:00,0.47,-1.01,0.25,,,,0.29,,48.6,-1.0,1.6,,-0.9,-1.8,0.4,,-1.7,-0.5,-4.4,0.9,-0.12,93.1,,,44.4,7.0,1.8,4.0,N
736,1990-01-06 00:00:00,0.51,-0.29,0.35,,,,0.41,,57.4,-1.0,1.6,,-1.0,-2.0,0.4,,-1.6,2.9,-6.3,,0.06,97.4,,,35.90000000000001,6.7,2.1,6.7,N
737,1990-01-07 00:00:00,0.22,-0.04,0.5,,,,0.53,,50.8,-0.8,1.6,,-0.8,-1.3,0.3,,1.9,2.8,0.4,7.8,0.37,97.8,,,42.5,6.7,3.7,7.7,S
738,1990-01-08 00:00:00,0.3,-1.83,0.53,,,,1.27,,51.6,-0.6,1.5,,-0.7,-1.2,0.4,,2.3,4.8,-0.4,,2.37,83.4,,,43.3,5.1,2.4,6.3,S
739,1990-01-09 00:00:00,0.27,-4.13,0.47,,,,1.18,,47.1,-0.5,1.5,,-0.6,-1.2,0.4,,3.6,6.3,0.8,0.0,2.14,68.8,,,47.5,5.4,4.7,9.2,S
740,1990-01-10 00:00:00,0.22,-2.81,0.56,,,,0.55,,53.9,-0.5,1.5,,-0.6,-1.2,0.4,,2.7,4.7,0.3,0.0,0.44,80.7,,,39.3,6.8,4.3,8.3,S
741,1990-01-11 00:00:00,0.19,-2.92,0.77,,,,0.84,,46.9,-0.5,1.4,,-0.5,-1.1,0.4,,3.5,5.1,0.9,3.0,1.3,80.3,,,46.0,7.1,3.0,6.4,S
742,1990-01-12 00:00:00,0.18,-0.53,0.78,,,,0.82,,54.4,-0.4,1.4,,-0.5,-1.0,0.4,,4.5,6.2,2.3,0.0,1.13,92.8,,,39.6,6.0,3.7,7.5,S
743,1990-01-13 00:00:00,0.28,-3.74,0.58,,,,1.21,,47.2,-0.4,1.4,,-0.5,-1.0,0.4,,2.7,5.2,-0.8,,2.46,81.4,,,46.5,6.3,2.7,6.2,S
744,1990-01-14 00:00:00,0.23,-1.3,0.93,,,,0.96,,56.0,-0.4,1.4,,-0.5,-1.1,0.4,,1.5,4.2,-1.5,6.4,1.38,87.3,,,37.8,6.2,3.2,8.5,S
745,1990-01-15 00:00:00,0.28,-2.32,0.48,,,,1.38,,50.7,-0.4,1.4,,-0.5,-1.0,0.4,,5.1,7.5,3.6,,2.67,78.4,,,43.8,5.5,7.9,13.9,S
746,1990-01-16 00:00:00,0.27,-3.4,0.51,,,,1.4,,52.6,-0.4,1.3,,-0.5,-1.0,0.5,,3.5,7.5,0.3,0.0,2.73,70.5,,,41.6,5.8,2.5,6.8,S
747,1990-01-17 00:00:00,0.22,-3.35,0.84,,,,1.36,,51.2,-0.4,1.3,,-0.5,-1.0,0.4,,5.0,6.8,3.2,1.1,2.58,73.6,,,42.9,5.9,6.6,11.4,S
748,1990-01-18 00:00:00,0.21,-3.83,0.69,,,,0.68,,58.0,-0.3,1.3,,-0.4,-1.0,0.5,,4.9,6.4,2.0,0.0,0.64,49.1,,,35.3,6.7,4.3,9.1,V
749,1990-01-19 00:00:00,0.26,-2.84,0.68,,,,0.66,,58.5,-0.3,1.3,,-0.4,-1.0,0.5,,1.1,4.5,-2.6,0.0,0.58,84.1,,,35.2,6.3,3.8,9.9,S
750,1990-01-20 00:00:00,0.25,-4.54,1.43,,,,1.36,,55.1,-0.3,1.3,,-0.4,-1.0,0.5,,2.5,4.9,-0.1,,2.42,76.2,,,38.6,6.3,5.0,8.7,S
751,1990-01-21 00:00:00,0.22,-2.28,1.47,,,,1.48,,49.4,-0.3,1.3,,-0.4,-1.0,0.5,,2.4,5.0,0.0,4.3,2.35,67.3,,,44.9,5.7,1.8,6.2,S
752,1990-01-22 00:00:00,0.19,-0.82,0.19,,,,0.22,,44.5,-0.3,1.3,,-0.4,-1.0,0.5,,4.8,6.5,1.0,,-0.26,98.3,,,48.1,7.4,4.6,9.1,S
753,1990-01-23 00:00:00,0.13,-1.73,0.26,,,,0.24,,68.1,-0.3,1.2,,-0.4,-1.0,0.4,,4.1,6.0,1.7,1.8,-0.39,92.7,,,26.10000000000001,5.8,5.4,11.2,S
754,1990-01-24 00:00:00,0.24,-3.8,0.98,,,,1.52,,51.5,-0.3,1.2,,-0.4,-0.9,0.5,,1.4,3.7,0.4,23.2,2.82,84.0,,,42.0,6.5,3.5,6.7,S
755,1990-01-25 00:00:00,0.3,-3.12,0.87,,,,1.99,,53.4,-0.3,1.2,,-0.3,-0.9,0.5,,0.3,1.5,-2.0,0.0,4.06,83.2,,,41.0,5.6,2.9,6.5,S
756,1990-01-26 00:00:00,0.79,-0.54,0.88,,,,0.88,,49.9,-0.3,1.2,,-0.3,-0.9,0.5,,0.0,1.2,-2.1,6.0,1.4,94.2,,,42.8,7.3,4.1,7.7,N
757,1990-01-27 00:00:00,0.86,-0.23,1.38,,,,1.34,,46.8,-0.2,1.2,,-0.3,-0.9,0.5,,-2.1,-1.2,-3.1,,2.65,89.5,,,45.3,7.9,1.1,2.8,N
758,1990-01-28 00:00:00,0.86,-0.14,0.57,,,,0.61,,38.9,-0.2,1.2,,-0.3,-0.9,0.5,,0.4,1.9,-1.5,20.7,0.9,96.5,,,52.3,8.8,3.2,6.2,
759,1990-01-29 00:00:00,0.74,-2.38,0.98,,,,2.28,,54.1,-0.3,1.2,,-0.3,-0.9,0.5,,1.0,2.7,-1.5,,4.9,91.9,,,40.0,5.9,2.2,4.0,S
760,1990-01-30 00:00:00,0.63,0.66,0.38,,,,0.38,,43.6,-0.3,1.2,,-0.3,-0.9,0.5,,2.9,4.0,1.4,6.7,0.23,95.0,,,48.2,8.2,4.6,6.7,S
761,1990-01-31 00:00:00,0.31,0.58,0.18,,,,0.18,,37.2,-0.2,1.2,,-0.2,-0.8,0.6,,5.6,6.7,3.2,12.5,-0.48,95.8,,,54.4,8.4,6.6,10.7,S
762,1990-02-01 00:00:00,0.17,0.16,0.86,,,,0.85,,49.1,-0.2,1.1,,-0.2,-0.8,0.6,,6.0,6.5,5.1,32.7,1.22,92.6,,,43.3,7.6,7.1,10.9,S
763,1990-02-02 00:00:00,0.15,-0.75,0.5,,,,0.5,,43.5,-0.2,1.1,,-0.2,-0.4,0.5,,5.1,5.9,4.1,4.6,0.48,90.4,,,48.9,7.6,5.7,10.6,S
764,1990-02-03 00:00:00,0.22,0.0,1.67,,,,1.92,,58.0,-0.2,1.1,,0.0,-0.2,0.5,,4.7,6.3,2.8,,3.47,89.6,,,36.9,5.1,4.3,7.2,S
765,1990-02-04 00:00:00,0.26,-0.1,1.06,,,,2.57,,54.8,-0.1,1.1,,0.0,-0.3,0.5,,3.9,6.8,-0.4,10.0,5.27,90.3,,,39.7,5.5,4.0,9.8,S
766,1990-02-05 00:00:00,0.21,-0.88,2.02,,,,2.2,,51.3,1.1,1.1,,1.0,1.4,0.6,,7.1,8.1,6.6,,4.59,90.8,,,42.90000000000001,5.8,7.7,12.0,S
767,1990-02-06 00:00:00,0.19,0.46,0.86,,,,0.87,,47.2,2.0,1.1,,1.7,2.1,0.8,,6.1,7.0,4.7,0.0,1.46,93.1,,,45.59999999999999,7.2,5.9,9.1,S
768,1990-02-07 00:00:00,0.19,-0.66,0.28,,,,0.3,,29.9,2.4,1.2,,2.1,2.4,1.1,,5.0,7.0,4.2,4.8,0.0,91.2,,,61.7,8.4,8.1,14.6,S
769,1990-02-08 00:00:00,0.23,-1.39,1.78,,,,2.11,,52.3,2.3,1.3,,2.1,1.7,1.6,,2.4,4.5,-1.0,13.4,4.2,90.4,,,41.3,6.4,2.3,6.2,N
770,1990-02-09 00:00:00,0.27,-3.14,1.25,,,,3.39,,53.6,1.3,1.4,,1.3,0.3,1.7,,3.9,7.1,-0.8,0.0,7.16,61.3,,,41.1,5.3,4.4,10.1,S
771,1990-02-10 00:00:00,0.21,-2.03,1.87,,,,1.96,,51.7,1.3,1.5,,1.2,0.7,1.6,,4.6,6.1,2.9,,3.92,82.0,,,40.9,7.4,4.8,8.2,S
772,1990-02-11 00:00:00,0.23,-1.13,0.74,,,,1.05,,49.2,1.7,1.6,,1.6,1.2,1.7,,2.6,4.5,1.1,2.5,1.56,88.8,,,44.7,6.1,4.2,7.0,S
773,1990-02-12 00:00:00,0.24,0.17,2.31,,,,3.03,,55.1,1.4,1.6,,1.4,0.6,1.7,,1.6,3.3,0.5,,6.09,86.3,,,39.1,5.8,3.7,5.6,S
774,1990-02-13 00:00:00,0.2,-0.42,0.96,,,,0.99,,45.7,1.3,1.7,,1.2,0.5,1.7,,1.7,2.6,0.8,3.1,1.54,93.4,,,47.09999999999999,7.2,3.9,7.2,
775,1990-02-14 00:00:00,,,,,,,,,,,,,,,,,0.7,1.6,0.6,17.1,,,,,,,,,
776,1990-02-15 00:00:00,,,,,,,,,,,,,,,,,-0.9,1.4,-2.2,4.1,,,,,,,,,
777,1990-02-16 00:00:00,,,,,,,,,,,,,,,,,-2.9,-2.2,-3.3,0.0,,,,,,,,,
778,1990-02-17 00:00:00,,,,,,,,,,,,,,,,,-2.2,1.4,-3.3,,,,,,,,,,
779,1990-02-18 00:00:00,,,,,,,,,,,,,,,,,3.4,4.7,0.5,7.0,,,,,,,,,
780,1990-02-19 00:00:00,,,,,,,,,,,,,,,,,4.3,6.9,2.7,,,,,,,,,,
781,1990-02-20 00:00:00,,,,,,,,,,,,,,,,,7.5,11.2,5.4,4.0,,,,,,,,,
782,1990-02-21 00:00:00,,,,,,,,,,,,,,,,,5.3,7.1,3.4,0.0,,,,,,,,,
783,1990-02-22 00:00:00,,,,,,,,,,,,,,,,,5.8,8.2,3.5,2.4,,,,,,,,,
784,1990-02-23 00:00:00,,,,,,,,,,,,,,,,,6.9,9.5,5.5,0.0,,,,,,,,,
785,1990-02-24 00:00:00,,,,,,,,,,,,,,,,,5.6,6.9,4.1,,,,,,,,,,
786,1990-02-25 00:00:00,,,,,,,,,,,,,,,,,5.6,9.0,4.2,17.9,,,,,,,,,
787,1990-02-26 00:00:00,,,,,,,,,,,,,,,,,3.0,4.6,1.0,,,,,,,,,,
788,1990-02-27 00:00:00,,,,,,,,,,,,,,,,,2.6,5.7,-1.5,14.8,,,,,,,,,
789,1990-02-28 00:00:00,,,,,,,,,,,,,,,,,0.0,6.7,-3.4,0.0,,,,,,,,,
790,1990-03-01 00:00:00,,,,,,,,,,,,,,,,,-0.3,3.3,-3.1,0.0,,,,,,,,,
791,1990-03-02 00:00:00,,,,,,,,,,,,,,,,,0.0,3.6,-4.6,0.0,,,,,,,,,
792,1990-03-03 00:00:00,0.25,-1.46,2.6,,,,3.5,,55.9,0.5,2.4,,0.6,-0.6,1.9,,-1.1,4.2,-7.1,0.0,7.4,72.5,,,38.6,5.5,3.9,11.7,S
793,1990-03-04 00:00:00,0.29,-0.03,1.58,,,,7.28,,55.7,0.3,2.3,,0.4,-0.6,1.6,,5.4,8.8,3.3,0.0,16.12,59.8,,,39.3,5.0,7.0,12.5,SV
794,1990-03-05 00:00:00,0.27,-1.03,2.48,,,,6.98,,54.9,0.6,2.2,,0.6,0.0,1.5,,4.4,9.2,2.1,0.0,15.51,64.2,,,40.0,5.1,7.7,11.9,V
795,1990-03-06 00:00:00,0.29,-1.04,1.25,,,,8.85,,57.4,0.7,2.1,,0.7,-0.1,1.5,,3.2,6.8,0.8,1.2,19.66,43.5,,,37.8,4.8,5.4,10.1,V
796,1990-03-07 00:00:00,0.22,-1.67,2.24,,,,2.39,,49.5,0.5,2.1,,0.5,-0.5,1.5,,0.6,3.9,-4.2,0.0,4.79,76.2,,,43.9,6.6,3.1,7.3,S
797,1990-03-08 00:00:00,0.27,0.95,1.67,,,,9.12,,55.8,0.5,2.0,,0.5,-0.1,1.4,,5.2,9.2,2.9,0.0,20.52,51.5,,,39.40000000000001,4.8,6.0,10.3,SV
798,1990-03-09 00:00:00,0.32,1.21,3.6,,,,4.23,,51.9,1.1,1.9,,0.9,0.5,1.4,,1.6,3.8,0.1,5.5,9.52,78.8,,,41.8,6.3,3.7,13.9,NV
799,1990-03-10 00:00:00,0.22,-1.86,2.94,,,,3.08,,51.6,0.7,1.9,,0.7,-0.3,1.5,,0.7,3.4,-2.6,,6.36,61.7,,,41.7,6.7,4.1,13.1,SV
800,1990-03-11 00:00:00,0.74,-1.66,2.83,,,,4.08,,46.1,0.4,1.9,,0.4,-0.5,1.4,,1.8,6.8,-1.5,5.0,9.98,79.9,,,46.9,7.0,2.8,6.7,S
801,1990-03-12 00:00:00,0.33,1.14,2.03,,,,10.29,,55.3,0.5,1.9,,0.5,-0.1,1.3,,5.2,8.4,0.4,,23.39,43.9,,,39.8,4.9,6.1,12.7,NV
802,1990-03-13 00:00:00,0.27,0.8,1.8,,,,9.99,,55.3,0.5,1.8,,0.5,-0.4,1.3,,1.3,5.9,-3.4,0.0,22.37,48.1,,,39.90000000000001,4.8,2.1,4.9,N
803,1990-03-14 00:00:00,0.39,0.33,1.11,,,,1.12,,47.1,0.3,1.8,,0.4,-0.5,1.3,,1.8,5.4,-1.4,1.1,2.21,90.2,,,45.1,7.8,4.2,9.5,S
804,1990-03-15 00:00:00,0.2,1.05,2.54,,,,2.61,,46.4,1.6,1.8,,1.3,1.8,1.3,,6.3,7.2,5.2,1.1,5.84,90.6,,,46.4,7.2,7.7,11.7,S
805,1990-03-16 00:00:00,0.24,2.35,3.42,,,,7.68,,52.0,3.2,1.7,,2.7,3.6,1.7,,8.7,11.6,6.3,0.0,18.09,83.5,,,42.4,5.6,7.5,11.4,S
806,1990-03-17 00:00:00,0.22,1.21,4.03,,,,4.23,,52.6,4.1,1.8,,3.6,4.2,2.3,,7.3,8.9,6.3,0.0,9.52,90.4,,,42.0,5.4,5.4,9.2,S
807,1990-03-18 00:00:00,0.26,1.98,4.73,,,,8.64,,54.3,4.5,2.0,,4.1,4.6,2.9,,7.5,12.4,5.2,0.0,19.62,87.2,,,40.6,5.1,5.0,8.6,S
808,1990-03-19 00:00:00,0.25,-1.03,3.34,,,,4.52,,52.8,4.6,2.2,,4.3,4.3,3.3,,7.3,11.6,4.0,0.0,10.08,71.5,,,41.40000000000001,5.8,6.8,11.1,S
