,dato,albedo,balanse,diffus,fd,fluxm,fluxs,global,grmin,irød,jt010,jt100,jt002,jt020,jt005,jt050,lp,lt,ltmax,ltmin,nb,par,rf,sd,sdman,synlig,uv,vh,vhmax,vr
0,1988-01-01 00:00:00,,,,,,,,,,,,,,,,,5.1,5.9,3.0,,,,,,,,,,
1,1988-01-02 00:00:00,,,,,,,,,,,,,,,,,3.7,5.3,1.5,20.2,,,,,,,,,
2,1988-01-03 00:00:00,,,,,,,,,,,,,,,,,1.3,2.1,0.2,,,,,,,,,,
3,1988-01-04 00:00:00,,,,,,,,,,,,,,,,,0.1,0.4,-0.1,,,,,,,,,,
4,1988-01-05 00:00:00,,,,,,,,,,,,,,,,,-0.1,0.6,-0.5,0.0,,,,,,,,,
5,1988-01-06 00:00:00,,,,,,,,,,,,,,,,,-0.5,0.2,-1.4,3.5,,,,,,,,,
6,1988-01-07 00:00:00,,,,,,,,,,,,,,,,,-1.3,0.2,-5.6,0.6,,,,,,,,,
7,1988-01-08 00:00:00,,,,,,,,,,,,,,,,,-6.2,-4.5,-10.7,0.1,,,,,,,,,
8,1988-01-09 00:00:00,,,,,,,,,,,,,,,,,0.5,2.9,-4.9,,,,,,,,,,
9,1988-01-10 00:00:00,,,,,,,,,,,,,,,,,4.2,5.8,1.9,5.5,,,,,,,,,
10,1988-01-11 00:00:00,,,,,,,,,,,,,,,,,1.7,3.6,0.9,,,,,,,,,,
11,1988-01-12 00:00:00,,,,,,,,,,,,,,,,,0.2,4.3,-2.8,2.7,,,,,,,,,
12,1988-01-13 00:00:00,,,,,,,,,,,,,,,,,3.6,4.6,3.0,2.0,,,,,,,,,
13,1988-01-14 00:00:00,,,,,,,,,,,,,,,,,3.2,3.9,2.3,1.5,,,,,,,,,
14,1988-01-15 00:00:00,,,,,,,,,,,,,,,,,3.1,4.3,1.8,4.0,,,,,,,,,
15,1988-01-16 00:00:00,,,,,,,,,,,,,,,,,0.7,1.8,0.0,,,,,,,,,,
16,1988-01-17 00:00:00,,,,,,,,,,,,,,,,,0.4,1.3,0.0,1.5,,,,,,,,,
17,1988-01-18 00:00:00,,,,,,,,,,,,,,,,,1.3,2.4,0.1,,,,,,,,,,
18,1988-01-19 00:00:00,,,,,,,,,,,,,,,,,0.4,3.0,-0.8,7.4,,,,,,,,,
19,1988-01-20 00:00:00,,,,,,,,,,,,,,,,,1.7,2.3,1.0,5.4,,,,,,,,,
20,1988-01-21 00:00:00,,,,,,,,,,,,,,,,,1.9,3.5,0.3,10.0,,,,,,,,,
21,1988-01-22 00:00:00,,,,,,,,,,,,,,,,,2.0,3.5,0.4,9.7,,,,,,,,,
22,1988-01-23 00:00:00,,,,,,,,,,,,,,,,,0.0,0.4,-1.1,,,,,,,,,,
23,1988-01-24 00:00:00,,,,,,,,,,,,,,,,,-1.1,-0.4,-1.7,8.8,,,,,,,,,
24,1988-01-25 00:00:00,,,,,,,,,,,,,,,,,0.0,0.4,-0.7,,,,,,,,,,
25,1988-01-26 00:00:00,,,,,,,,,,,,,,,,,-0.6,0.0,-0.8,5.0,,,,,,,,,
26,1988-01-27 00:00:00,,,,,,,,,,,,,,,,,0.3,0.3,-0.5,12.3,,,,,,,,,
27,1988-01-28 00:00:00,,,,,,,,,,,,,,,,,0.3,0.7,0.0,13.0,,,,,,,,,
28,1988-01-29 00:00:00,,,,,,,,,,,,,,,,,-0.9,0.1,-2.8,2.7,,,,,,,,,
29,1988-01-30 00:00:00,,,,,,,,,,,,,,,,,-3.3,-2.8,-3.9,16.2,,,,,,,,,
30,1988-01-31 00:00:00,,,,,,,,,,,,,,,,,-3.8,-3.2,-4.3,,,,,,,,,,
31,1988-02-01 00:00:00,,,,,,,,,,,,,,,,,-1.0,1.3,-3.2,4.0,,,,,,,,,
32,1988-02-02 00:00:00,,,,,,,,,,,,,,,,,1.9,3.5,0.3,6.6,,,,,,,,,
33,1988-02-03 00:00:00,,,,,,,,,,,,,,,,,2.3,3.6,0.9,5.7,,,,,,,,,
34,1988-02-04 00:00:00,,,,,,,,,,,,,,,,,1.4,3.6,-0.6,2.3,,,,,,,,,
35,1988-02-05 00:00:00,,,,,,,,,,,,,,,,,2.6,3.3,1.2,10.7,,,,,,,,,
36,1988-02-06 00:00:00,,,,,,,,,,,,,,,,,1.8,2.9,0.5,,,,,,,,,,
37,1988-02-07 00:00:00,,,,,,,,,,,,,,,,,-0.2,2.3,-4.7,15.2,,,,,,,,,
38,1988-02-08 00:00:00,,,,,,,,,,,,,,,,,-4.0,-1.0,-7.9,,,,,,,,,,
39,1988-02-09 00:00:00,,,,,,,,,,,,,,,,,-2.0,0.0,-3.3,0.4,,,,,,,,,
40,1988-02-10 00:00:00,,,,,,,,,,,,,,,,,1.1,1.8,0.0,5.0,,,,,,,,,
41,1988-02-11 00:00:00,,,,,,,,,,,,,,,,,0.9,2.4,-2.4,15.5,,,,,,,,,
42,1988-02-12 00:00:00,,,,,,,,,,,,,,,,,-3.4,0.1,-6.5,0.5,,,,,,,,,
43,1988-02-13 00:00:00,,,,,,,,,,,,,,,,,-3.9,-0.3,-5.4,,,,,,,,,,
44,1988-02-14 00:00:00,,,,,,,,,,,,,,,,,1.9,2.5,-0.3,6.5,,,,,,,,,
45,1988-02-15 00:00:00,,,,,,,,,,,,,,,,,2.1,3.1,1.4,,,,,,,,,,
46,1988-02-16 00:00:00,,,,,,,,,,,,,,,,,0.4,1.3,-0.1,0.2,,,,,,,,,
47,1988-02-17 00:00:00,,,,,,,,,,,,,,,,,0.4,1.3,-0.6,0.3,,,,,,,,,
48,1988-02-18 00:00:00,,,,,,,,,,,,,,,,,-1.5,-0.3,-2.5,0.6,,,,,,,,,
49,1988-02-19 00:00:00,,,,,,,,,,,,,,,,,-2.6,-1.6,-3.5,2.6,,,,,,,,,
50,1988-02-20 00:00:00,,,,,,,,,,,,,,,,,-2.4,-0.8,-6.7,,,,,,,,,,
51,1988-02-21 00:00:00,,,,,,,,,,,,,,,,,-1.1,2.8,-5.8,2.9,,,,,,,,,
52,1988-02-22 00:00:00,,,,,,,,,,,,,,,,,-4.1,0.3,-9.8,,,,,,,,,,
53,1988-02-23 00:00:00,,,,,,,,,,,,,,,,,-2.8,-1.9,-4.0,1.8,,,,,,,,,
54,1988-02-24 00:00:00,,,,,,,,,,,,,,,,,-7.1,-4.0,-9.4,0.0,,,,,,,,,
55,1988-02-25 00:00:00,,,,,,,,,,,,,,,,,-8.2,-6.6,-9.2,0.0,,,,,,,,,
56,1988-02-26 00:00:00,,,,,,,,,,,,,,,,,-8.0,-4.2,-13.0,0.0,,,,,,,,,
57,1988-02-27 00:00:00,,,,,,,,,,,,,,,,,-6.7,0.0,-16.0,,,,,,,,,,
58,1988-02-28 00:00:00,,,,,,,,,,,,,,,,,-0.9,3.2,-7.9,1.4,,,,,,,,,
59,1988-02-29 00:00:00,,,,,,,,,,,,,,,,,-1.7,-0.5,-3.3,,,,,,,,,,
60,1988-03-01 00:00:00,,,,,,,,,,,,,,,,,-3.8,-2.3,-6.9,0.0,,,,,,,,,
61,1988-03-02 00:00:00,,,,,,,,,,,,,,,,,-3.4,0.5,-10.9,0.0,,,,,,,,,
62,1988-03-03 00:00:00,,,,,,,,,,,,,,,,,0.2,0.8,-2.1,1.0,,,,,,,,,
63,1988-03-04 00:00:00,,,,,,,,,,,,,,,,,0.5,1.3,0.0,9.0,,,,,,,,,
64,1988-03-05 00:00:00,,,,,,,,,,,,,,,,,0.3,1.6,-0.2,0.0,,,,,,,,,
65,1988-03-06 00:00:00,,,,,,,,,,,,,,,,,-0.7,0.8,-2.2,0.0,,,,,,,,,
66,1988-03-07 00:00:00,,,,,,,,,,,,,,,,,-1.9,0.3,-4.0,0.0,,,,,,,,,
67,1988-03-08 00:00:00,,,,,,,,,,,,,,,,,-5.6,1.3,-12.6,0.0,,,,,,,,,
68,1988-03-09 00:00:00,,,,,,,,,,,,,,,,,-6.1,-1.9,-14.6,0.0,,,,,,,,,
69,1988-03-10 00:00:00,,,,,,,,,,,,,,,,,-2.3,-0.2,-3.0,9.0,,,,,,,,,
70,1988-03-11 00:00:00,,,,,,,,,,,,,,,,,-3.3,2.9,-10.0,0.0,,,,,,,,,
71,1988-03-12 00:00:00,,,,,,,,,,,,,,,,,-5.4,1.8,-14.4,,,,,,,,,,
72,1988-03-13 00:00:00,,,,,,,,,,,,,,,,,-6.0,2.6,-11.3,0.1,,,,,,,,,
73,1988-03-14 00:00:00,,,,,,,,,,,,,,,,,-7.5,2.0,-16.3,,,,,,,,,,
74,1988-03-15 00:00:00,,,,,,,,,,,,,,,,,-7.1,0.2,-15.7,0.1,,,,,,,,,
75,1988-03-16 00:00:00,,,,,,,,,,,,,,,,,-6.2,-3.4,-11.5,0.0,,,,,,,,,
76,1988-03-17 00:00:00,,,,,,,,,,,,,,,,,-7.2,-1.9,-11.7,0.0,,,,,,,,,
77,1988-03-18 00:00:00,,,,,,,,,,,,,,,,,-4.7,4.6,-14.9,0.0,,,,,,,,,
78,1988-03-19 00:00:00,,,,,,,,,,,,,,,,,-2.7,2.5,-11.6,,,,,,,,,,
79,1988-03-20 00:00:00,,,,,,,,,,,,,,,,,-0.4,0.5,-1.5,15.0,,,,,,,,,
80,1988-03-21 00:00:00,,,,,,,,,,,,,,,,,0.3,0.8,-0.3,,,,,,,,,,
81,1988-03-22 00:00:00,,,,,,,,,,,,,,,,,-1.9,1.1,-7.5,1.5,,,,,,,,,
82,1988-03-23 00:00:00,,,,,,,,,,,,,,,,,-1.2,3.2,-3.8,0.4,,,,,,,,,
83,1988-03-24 00:00:00,,,,,,,,,,,,,,,,,-0.8,1.3,-3.8,0.1,,,,,,,,,
84,1988-03-25 00:00:00,,,,,,,,,,,,,,,,,-0.6,-0.2,-0.8,4.0,,,,,,,,,
85,1988-03-26 00:00:00,,,,,,,,,,,,,,,,,-0.2,1.2,-1.9,,,,,,,,,,
86,1988-03-27 00:00:00,,,,,,,,,,,,,,,,,2.0,3.1,0.6,,,,,,,,,,
87,1988-03-28 00:00:00,,,,,,,,,,,,,,,,,,,,5.1,,,,,,,,,
88,1988-03-29 00:00:00,,,,,,,,,,,,,,,,,1.8,3.1,0.9,,,,,,,,,,
89,1988-03-30 00:00:00,,,,,,,,,,,,,,,,,1.1,2.4,0.5,,,,,,,,,,
90,1988-03-31 00:00:00,,,,,,,,,,,,,,,,,2.1,2.7,1.2,42.7,,,,,,,,,
91,1988-04-01 00:00:00,,,,,,,,,,,,,,,,,2.3,3.2,0.7,2.6,,,,,,,,,
92,1988-04-02 00:00:00,,,,,,,,,,,,,,,,,3.6,6.8,-1.0,,,,,,,,,,
93,1988-04-03 00:00:00,,,,,,,,,,,,,,,,,2.8,9.4,-2.6,0.1,,,,,,,,,
94,1988-04-04 00:00:00,,,,,,,,,,,,,,,,,1.0,7.8,-4.4,,,,,,,,,,
95,1988-04-05 00:00:00,,,,,,,,,,,,,,,,,1.7,4.5,-0.7,,,,,,,,,,
96,1988-04-06 00:00:00,,,,,,,,,,,,,,,,,2.3,3.6,1.2,0.0,,,,,,,,,
97,1988-04-07 00:00:00,,,,,,,,,,,,,,,,,2.1,3.5,1.7,0.1,,,,,,,,,
98,1988-04-08 00:00:00,,,,,,,,,,,,,,,,,0.7,3.5,-1.4,0.1,,,,,,,,,
99,1988-04-09 00:00:00,,,,,,,,,,,,,,,,,0.6,5.5,-6.5,,,,,,,,,,
100,1988-04-10 00:00:00,,,,,,,,,,,,,,,,,-1.1,4.0,-7.2,0.9,,,,,,,,,
101,1988-04-11 00:00:00,,,,,,,,,,,,,,,,,2.1,4.6,-2.1,,,,,,,,,,
102,1988-04-12 00:00:00,,,,,,,,,,,,,,,,,0.6,6.7,-6.6,0.0,,,,,,,,,
103,1988-04-13 00:00:00,,,,,,,,,,,,,,,,,0.9,4.8,-4.0,0.0,,,,,,,,,
104,1988-04-14 00:00:00,,,,,,,,,,,,,,,,,-0.6,3.0,-6.5,0.0,,,,,,,,,
105,1988-04-15 00:00:00,,,,,,,,,,,,,,,,,3.1,3.3,-0.3,0.0,,,,,,,,,
106,1988-04-16 00:00:00,,,,,,,,,,,,,,,,,4.3,6.7,3.1,,,,,,,,,,
107,1988-04-17 00:00:00,,,,,,,,,,,,,,,,,4.1,5.7,1.5,7.9,,,,,,,,,
108,1988-04-18 00:00:00,,,,,,,,,,,,,,,,,2.7,6.5,-1.7,,,,,,,,,,
109,1988-04-19 00:00:00,,,,,,,,,,,,,,,,,2.2,6.7,-2.7,0.0,,,,,,,,,
110,1988-04-20 00:00:00,,,,,,,,,,,,,,,,,2.1,4.7,0.7,0.0,,,,,,,,,
111,1988-04-21 00:00:00,,,,,,,,,,,,,,,,,0.5,2.1,-2.6,23.5,,,,,,,,,
112,1988-04-22 00:00:00,,,,,,,,,,,,,,,,,-0.8,1.9,-3.4,0.2,,,,,,,,,
113,1988-04-23 00:00:00,,,,,,,,,,,,,,,,,1.0,5.3,-2.6,0.0,,,,,,,,,
114,1988-04-24 00:00:00,,,,,,,,,,,,,,,,,2.0,7.0,-2.7,0.0,,,,,,,,,
115,1988-04-25 00:00:00,,,,,,,,,,,,,,,,,2.2,6.6,-1.2,0.0,,,,,,,,,
116,1988-04-26 00:00:00,,,,,,,,,,,,,,,,,2.4,7.2,-2.4,0.0,,,,,,,,,
117,1988-04-27 00:00:00,,,,,,,,,,,,,,,,,3.2,10.8,-4.1,0.0,,,,,,,,,
118,1988-04-28 00:00:00,,,,,,,,,,,,,,,,,3.8,12.8,-3.6,0.0,,,,,,,,,
119,1988-04-29 00:00:00,,,,,,,,,,,,,,,,,6.6,14.8,-1.6,0.0,,,,,,,,,
120,1988-04-30 00:00:00,,,,,,,,,,,,,,,,,4.9,9.0,1.9,0.0,,,,,,,,,
121,1988-05-01 00:00:00,,,,,,,,,,,,,,,,,4.3,6.5,1.4,2.3,,,,,,,,,
122,1988-05-02 00:00:00,,,,,,,,,,,,,,,,,7.9,13.6,3.1,,,,,,,,,,
123,1988-05-03 00:00:00,,,,,,,,,,,,,,,,,7.7,12.8,4.0,1.4,,,,,,,,,
124,1988-05-04 00:00:00,,,,,,,,,,,,,,,,,7.3,9.8,4.4,1.1,,,,,,,,,
125,1988-05-05 00:00:00,,,,,,,,,,,,,,,,,7.6,9.1,6.3,10.2,,,,,,,,,
126,1988-05-06 00:00:00,,,,,,,,,,,,,,,,,8.7,14.8,5.0,0.1,,,,,,,,,
127,1988-05-07 00:00:00,0.2,9.89,4.99,,,,19.29,,50.0,10.6,4.6,,9.6,11.5,6.9,,11.6,19.0,6.0,0.0,,74.0,,,45.1,4.9,,,
128,1988-05-08 00:00:00,0.21,6.15,5.53,,,,14.94,,49.5,10.1,4.8,,10.3,11.4,7.6,,12.9,17.1,8.2,0.0,,68.0,,,45.3,5.2,,,
129,1988-05-09 00:00:00,0.22,7.45,8.55,,,,16.12,,50.5,11.0,5.1,,10.3,11.0,8.1,,12.0,15.1,9.0,0.0,,54.0,,,44.2,5.3,,,
130,1988-05-10 00:00:00,0.23,10.24,7.39,,,,22.02,,51.5,11.1,5.4,,10.3,11.3,8.3,,11.5,16.5,8.1,0.0,,48.0,,,43.5,5.0,,,
131,1988-05-11 00:00:00,0.22,6.17,7.66,,,,12.22,,48.7,11.0,5.7,,10.4,10.9,8.6,,13.1,15.4,9.4,0.0,,51.0,,,45.7,5.6,,,
132,1988-05-12 00:00:00,0.24,10.62,3.35,,,,23.73,,51.5,11.0,5.9,,10.4,11.2,8.6,,14.0,17.4,7.3,0.0,,47.0,,,43.6,4.9,,,
133,1988-05-13 00:00:00,0.24,10.46,3.65,,,,23.55,,51.0,11.8,6.1,,11.1,12.4,8.9,,15.0,20.0,8.3,0.0,,54.0,,,44.2,4.8,,,
134,1988-05-14 00:00:00,0.24,10.82,3.5,,,,23.65,,50.8,12.4,6.3,,11.7,12.9,9.2,,16.2,19.6,9.1,0.0,,52.0,,,44.3,4.9,,,
135,1988-05-15 00:00:00,0.25,10.74,3.26,,,,24.15,,51.1,12.6,6.5,,11.9,12.9,9.6,,15.0,19.5,9.6,0.0,,47.0,,,44.0,4.9,,,
136,1988-05-16 00:00:00,0.25,9.94,3.71,,,,22.92,,50.9,12.5,6.8,,12.9,12.7,9.8,,14.2,20.2,7.9,0.0,,56.0,,,44.1,5.0,,,
137,1988-05-17 00:00:00,0.25,8.33,6.8,,,,20.19,,50.8,12.4,7.0,,11.9,12.2,10.0,,12.0,17.7,9.6,0.0,,53.0,,,43.8,5.4,,,
138,1988-05-18 00:00:00,0.26,7.12,6.01,,,,18.08,,50.4,11.0,7.2,,10.8,10.4,9.9,,7.3,15.5,4.1,0.0,,66.0,,,44.1,5.5,,,
139,1988-05-19 00:00:00,0.26,9.19,4.85,,,,23.46,,51.4,10.4,7.3,,10.1,10.1,9.6,,8.0,17.2,2.6,1.0,,56.0,,,43.4,5.2,,,
140,1988-05-20 00:00:00,0.25,7.88,6.47,,,,19.82,,51.0,10.6,7.3,,10.3,10.3,9.4,,9.1,16.0,5.6,0.0,,68.0,,,43.7,5.3,,,
141,1988-05-21 00:00:00,0.25,10.93,2.92,,,,25.96,,51.9,10.7,7.3,,10.4,10.8,9.3,,11.4,17.8,4.1,,,49.0,,,43.2,4.9,,,
142,1988-05-22 00:00:00,0.26,6.88,7.94,,,,16.68,,50.4,10.9,7.4,,10.6,10.7,9.4,,10.4,15.3,8.4,,,47.0,,,44.0,5.6,,,
143,1988-05-23 00:00:00,0.24,6.87,8.88,,,,12.91,,47.8,10.7,7.4,,10.4,10.5,9.4,,8.7,14.8,6.7,2.0,,83.0,,,46.1,6.1,,,
144,1988-05-24 00:00:00,0.25,7.77,8.66,,,,17.06,,49.6,11.2,7.5,,10.7,11.2,9.4,,11.6,17.5,8.1,,,66.0,,,44.7,5.7,,,
145,1988-05-25 00:00:00,0.24,8.53,8.98,,,,16.45,,49.6,12.0,7.5,,11.2,11.9,9.6,,12.9,17.9,10.3,0.0,,76.0,,,44.8,5.6,,,
146,1988-05-26 00:00:00,0.24,10.51,7.18,,,,21.03,,50.2,12.0,7.6,,12.0,13.3,9.9,,15.6,21.5,10.3,0.0,,68.0,,,44.7,5.1,,,
147,1988-05-27 00:00:00,0.25,11.11,6.67,,,,23.8,,51.3,14.1,7.7,,13.2,14.7,10.4,,18.3,22.6,11.6,0.0,,61.0,,,43.90000000000001,4.8,,,
148,1988-05-28 00:00:00,0.24,11.82,3.9,,,,25.22,,50.8,15.0,7.9,,14.0,15.3,10.9,,20.9,23.1,12.6,,,48.0,,,44.3,4.9,,,
149,1988-05-29 00:00:00,0.25,5.92,6.82,,,,13.08,,50.1,15.0,8.2,,14.2,15.0,11.4,,18.5,19.9,13.2,12.9,,71.0,,,44.5,5.4,,,
150,1988-05-30 00:00:00,0.24,8.49,6.44,,,,16.6,,49.5,14.9,8.3,,14.2,15.2,11.6,,16.7,20.5,14.5,,,79.0,,,44.7,5.8,,,
151,1988-05-31 00:00:00,0.24,10.48,5.92,,,,20.08,,50.2,15.2,8.7,,14.5,16.0,12.0,,17.4,21.5,14.4,0.0,,58.0,,,44.5,5.3,,,
152,1988-06-01 00:00:00,0.24,5.59,7.58,,,,10.65,,48.0,14.8,8.9,,14.3,14.7,12.2,,14.0,17.2,10.7,11.9,,83.0,,,45.6,6.4,,,
153,1988-06-02 00:00:00,0.24,8.19,9.08,,,,14.74,,49.7,14.2,9.1,,13.7,14.2,12.2,,11.9,16.0,8.6,0.2,,76.0,,,44.3,6.0,,,
154,1988-06-03 00:00:00,0.24,4.8,7.21,,,,9.33,,48.5,14.0,9.2,,13.6,14.0,12.2,,12.6,15.3,10.8,3.8,,87.0,,,45.1,6.4,,,
155,1988-06-04 00:00:00,0.24,3.53,5.89,,,,7.44,,46.7,13.7,9.4,,13.2,13.4,12.1,,12.0,14.1,9.7,9.6,,91.0,,,46.59999999999999,6.7,,,
156,1988-06-05 00:00:00,0.23,4.73,8.38,,,,11.36,,47.3,13.3,9.4,,12.9,13.2,12.0,,12.2,16.6,6.4,1.0,,84.0,,,46.1,6.6,,,
157,1988-06-06 00:00:00,0.24,7.68,4.23,,,,14.83,,50.4,13.2,9.5,,12.9,13.1,11.9,,12.6,19.7,7.3,10.7,,83.0,,,44.3,5.3,,,
158,1988-06-07 00:00:00,,,,,,,,,,,,,,,,,14.5,22.6,6.4,0.0,,,,,,,,,
159,1988-06-08 00:00:00,,,,,,,,,,,,,,,,,16.4,21.3,11.5,0.0,,,,,,,,,
160,1988-06-09 00:00:00,,,,,,,,,,,9.9,,,,12.9,,20.1,27.8,12.3,0.0,,43.0,,,,,,,
161,1988-06-10 00:00:00,0.23,9.24,7.67,,,,20.9,,49.8,16.5,9.9,,16.0,16.4,13.3,,17.1,21.0,13.0,0.0,,50.0,,,44.7,5.5,4.4,,
162,1988-06-11 00:00:00,0.25,11.6,2.61,,,,27.92,,51.1,15.4,10.0,,15.0,15.6,13.3,,16.0,22.8,10.2,0.0,,46.0,,,43.8,5.1,2.8,,
163,1988-06-12 00:00:00,0.24,12.24,2.81,,,,27.44,,50.3,15.8,10.2,,15.4,16.2,13.3,,17.6,24.3,7.0,0.0,,57.0,,,44.6,5.1,2.6,,
164,1988-06-13 00:00:00,0.24,10.03,8.35,,,,22.65,,49.9,16.2,10.3,,15.7,16.5,13.5,,19.4,25.8,10.9,0.0,,51.0,,,44.8,5.3,2.5,,
165,1988-06-14 00:00:00,0.25,11.29,5.16,,,,25.49,,50.3,16.0,10.4,,15.6,16.2,13.6,,16.3,22.2,11.5,0.0,,43.0,,,44.40000000000001,5.3,2.5,,
166,1988-06-15 00:00:00,0.24,11.47,6.24,,,,24.08,,50.2,16.4,10.6,,15.9,16.7,13.8,,16.8,21.5,12.1,0.0,,62.0,,,44.4,5.4,3.0,,
167,1988-06-16 00:00:00,0.24,12.54,5.62,,,,25.53,,50.5,16.2,10.3,,15.5,16.6,13.5,,17.4,21.9,12.2,0.0,,73.0,,,44.3,5.2,3.6,,
168,1988-06-17 00:00:00,0.23,12.4,6.85,,,,24.25,,50.0,16.5,10.1,,15.8,17.1,13.3,,18.5,24.2,14.1,0.6,,67.0,,,44.6,5.4,1.9,,
169,1988-06-18 00:00:00,0.23,12.65,5.15,,,,26.65,,51.9,17.0,10.2,,16.3,17.4,13.6,,18.7,25.4,10.9,0.1,69.5,59.0,,,43.0,5.1,1.7,5.1,
170,1988-06-19 00:00:00,0.22,12.13,6.02,,,,24.76,,51.4,17.3,10.4,,16.7,17.8,13.9,,19.1,27.1,10.8,0.0,64.59,65.0,,,43.4,5.2,2.0,7.6,S
171,1988-06-20 00:00:00,0.23,10.95,4.6,,,,24.93,,51.4,17.5,10.5,,16.9,17.9,14.2,,19.5,26.4,12.7,0.0,65.73,53.0,,,43.4,5.2,1.9,4.0,N
172,1988-06-21 00:00:00,0.23,11.48,4.14,,,,25.72,,51.7,18.1,10.8,,17.4,18.5,14.6,,19.6,25.0,12.6,0.0,67.71,64.0,,,43.0,5.3,2.9,6.5,S
173,1988-06-22 00:00:00,0.22,11.97,5.71,,,,24.85,,51.9,18.5,10.9,,17.8,18.9,14.9,,18.1,23.2,12.4,0.0,64.78,75.0,,,42.8,5.3,2.6,5.7,SV
174,1988-06-23 00:00:00,0.23,11.71,5.73,,,,24.86,,51.2,18.8,11.1,,18.1,19.4,15.1,,21.1,28.4,12.2,0.0,65.95,63.0,,,43.7,5.1,1.8,5.9,SV
175,1988-06-24 00:00:00,0.22,5.92,6.75,,,,12.7,,49.1,19.1,11.2,,18.4,19.4,15.4,,21.2,25.1,17.6,0.0,34.52,60.0,,,45.0,5.9,2.3,5.9,N
176,1988-06-25 00:00:00,0.23,10.48,8.5,,,,21.7,,50.8,19.2,11.3,,18.5,19.9,15.5,,21.3,27.4,14.5,0.0,57.48,67.0,,,43.90000000000001,5.3,1.8,8.0,N
177,1988-06-26 00:00:00,0.23,11.5,5.25,,,,24.59,,51.3,19.7,11.5,,19.0,20.5,15.8,,23.0,30.0,14.0,0.0,64.69,61.0,,,43.6,5.1,1.4,4.0,
178,1988-06-27 00:00:00,0.21,10.38,6.73,,,,21.49,,51.0,20.0,11.7,,19.3,20.7,16.1,,24.0,32.0,15.2,0.0,56.6,56.0,,,43.7,5.3,1.8,5.4,N
179,1988-06-28 00:00:00,0.22,8.84,8.77,,,,17.82,,51.1,20.1,11.9,,19.5,20.4,16.4,,21.6,24.7,17.4,0.3,46.87,69.0,,,43.3,5.6,2.4,6.0,N
180,1988-06-29 00:00:00,0.22,10.92,8.6,,,,21.78,,52.3,19.6,12.1,,19.1,19.8,16.5,,19.6,24.0,15.3,2.7,55.93,74.0,,,42.40000000000001,5.3,2.9,6.5,S
181,1988-06-30 00:00:00,0.2,11.17,8.01,,,,20.78,,51.3,19.1,12.3,,18.7,18.9,16.5,,18.3,25.3,15.3,3.9,54.73,80.0,,,43.0,5.7,4.3,8.4,S
182,1988-07-01 00:00:00,0.2,10.11,10.56,,,,20.77,,52.6,18.7,12.4,,18.2,18.8,16.3,,19.6,23.8,13.9,0.1,53.29,65.0,,,42.1,5.3,2.7,5.3,S
183,1988-07-02 00:00:00,0.2,2.37,4.13,,,,4.82,,46.2,18.1,12.5,,17.8,17.8,16.2,,18.0,19.8,15.0,16.8,13.38,84.0,,,46.5,7.3,3.1,5.8,
184,1988-07-03 00:00:00,0.19,10.93,5.87,,,,20.41,,51.9,17.5,12.6,,17.1,17.2,15.9,,16.0,20.4,12.5,1.6,52.57,74.0,,,42.4,5.7,3.8,8.7,S
185,1988-07-04 00:00:00,0.2,6.57,6.83,,,,13.91,,51.1,17.4,12.7,,17.0,17.2,15.8,,15.9,20.8,11.5,3.7,36.64,80.0,,,43.1,5.8,1.9,5.7,S
186,1988-07-05 00:00:00,0.19,7.61,9.49,,,,13.53,,50.4,17.6,12.7,,17.2,17.8,15.7,,17.0,21.7,12.9,0.3,35.67,83.0,,,43.6,6.0,2.0,5.8,
187,1988-07-06 00:00:00,0.21,4.49,5.6,,,,9.59,,49.9,17.3,12.7,,17.1,17.0,15.8,,17.0,19.0,14.7,13.1,25.81,81.0,,,44.2,5.9,3.7,6.8,S
188,1988-07-07 00:00:00,0.21,6.6,8.95,,,,15.11,,52.2,16.6,12.8,,16.4,16.2,15.6,,15.7,18.6,13.0,0.0,39.39,76.0,,,41.9,5.9,3.9,6.4,S
189,1988-07-08 00:00:00,0.21,8.96,7.72,,,,19.38,,51.7,16.2,12.7,,15.9,15.8,15.3,,15.3,18.2,11.2,0.0,51.63,72.0,,,42.5,5.8,3.6,7.0,S
190,1988-07-09 00:00:00,0.2,6.13,7.93,,,,12.94,,50.3,16.0,12.7,,15.8,15.6,15.2,,14.1,17.6,10.5,2.0,34.64,80.0,,,43.5,6.2,2.9,6.8,S
191,1988-07-10 00:00:00,0.21,9.88,6.26,,,,19.06,,52.1,15.6,12.7,,15.4,15.3,15.0,,14.7,19.1,9.2,9.1,49.87,78.0,,,42.2,5.7,4.2,9.3,S
192,1988-07-11 00:00:00,0.21,5.32,6.25,,,,10.84,,49.0,15.8,12.6,,15.5,15.6,14.9,,15.7,18.8,12.6,22.3,29.36,88.0,,,44.7,6.3,5.0,9.6,S
193,1988-07-12 00:00:00,0.22,9.77,9.38,,,,20.94,,52.1,15.8,12.6,,15.5,15.5,14.8,,15.1,18.8,11.3,2.1,55.29,73.0,,,42.3,5.6,4.1,7.5,S
194,1988-07-13 00:00:00,0.22,12.36,7.02,,,,26.01,,52.4,16.0,12.6,,15.6,15.9,14.8,,15.5,19.7,8.9,0.1,68.34,68.0,,,42.3,5.3,2.5,6.2,SV
